iter	Passed	Remaining
523	17121	15553
524	17150	15517
525	17180	15481
526	17209	15445
527	17238	15410
528	17266	15373
529	17292	15334
530	17320	15298
531	17350	15262
532	17378	15226
533	17407	15190
534	17436	15154
535	17464	15118
536	17496	15085
537	17527	15051
538	17556	15016
539	17584	14979
540	17613	14943
541	17642	14907
542	17669	14871
543	17701	14838
544	17735	14806
545	17768	14774
546	17802	14743
547	17835	14710
548	17871	14681
549	17899	14645
550	17927	14608
551	17957	14574
552	17986	14539
553	18014	14502
554	18049	14471
555	18079	14437
556	18109	14403
557	18139	14368
558	18168	14333
559	18195	14296
560	18224	14261
561	18249	14222
562	18277	14186
563	18306	14151
564	18339	14119
565	18367	14084
566	18397	14049
567	18429	14017
568	18459	13982
569	18488	13947
570	18518	13912
571	18551	13881
572	18582	13847
573	18613	13813
574	18640	13778
575	18669	13743
576	18699	13708
577	18726	13672
578	18757	13638
579	18784	13602
580	18815	13569
581	18843	13533
582	18876	13501
583	18906	13467
584	18935	13432
585	18963	13397
586	18988	13359
587	19013	13322
588	19042	13287
589	19072	13253
590	19104	13221
591	19132	13186
592	19161	13151
593	19191	13117
594	19219	13082
595	19252	13050
596	19282	13016
597	19311	12982
598	19341	12947
599	19369	12913
600	19399	12879
601	19427	12844
602	19457	12810
603	19485	12775
604	19514	12741
605	19543	12706
606	19572	12672
607	19605	12640
608	19635	12606
609	19665	12573
610	19694	12538
611	19722	12504
612	19752	12470
613	19780	12435
614	19811	12402
615	19839	12367
616	19870	12334
617	19899	12300
618	19927	12265
619	19956	12231
620	19986	12197
621	20014	12163
622	20044	12129
623	20073	12095
624	20102	12061
625	20135	12029
626	20167	11997
627	20195	11963
628	20223	11928
629	20253	11894
630	20281	11860
631	20310	11826
632	20339	11792
633	20367	11758
634	20397	11724
635	20427	11691
636	20457	11657
637	20487	11624
638	20516	11590
639	20544	11556
640	20572	11521
641	20600	11487
642	20628	11453
643	20661	11421
644	20692	11388
645	20721	11355
646	20754	11323
647	20783	11289
648	20812	11256
649	20846	11225
650	20876	11191
651	20900	11155
652	20928	11121
653	20959	11088
654	20987	11054
655	21023	11024
656	21050	10990
657	21082	10957
658	21122	10929
659	21151	10896
660	21184	10864
661	21213	10830
662	21241	10797
663	21270	10763
664	21300	10730
665	21329	10696
666	21357	10662
667	21387	10629
668	21415	10595
669	21444	10562
670	21480	10532
671	21531	10509
672	21577	10484
673	21622	10458
674	21668	10432
675	21713	10407
676	21760	10381
677	21802	10354
678	21844	10326
679	21889	10300
680	21931	10273
681	21979	10248
682	22029	10224
683	22074	10198
684	22127	10175
685	22182	10153
686	22230	10128
687	22275	10101
688	22317	10073
689	22358	10045
690	22409	10020
691	22455	9994
692	22497	9966
693	22550	9943
694	22597	9917
695	22646	9891
696	22682	9860
697	22710	9826
698	22740	9792
699	22773	9760
700	22803	9726
701	22840	9695
702	22868	9661
703	22893	9625
704	22920	9591
705	22946	9555
706	22975	9521
707	22999	9485
708	23028	9451
709	23052	9415
710	23077	9380
711	23105	9346
712	23133	9311
713	23164	9278
714	23192	9244
715	23222	9211
716	23251	9177
717	23279	9143
718	23310	9110
719	23336	9075
720	23361	9040
721	23391	9006
722	23422	8973
723	23451	8939
724	23480	8906
725	23510	8873
726	23539	8839
727	23568	8805
728	23596	8771
729	23625	8738
730	23655	8704
731	23682	8670
732	23707	8635
733	23735	8601
734	23760	8566
735	23790	8533
736	23823	8501
737	23863	8471
738	23893	8438
739	23917	8403
740	23941	8368
741	23966	8333
742	23994	8299
743	24018	8264
744	24046	8230
745	24075	8197
746	24103	8163
747	24128	8128
748	24156	8095
749	24185	8061
750	24209	8026
751	24237	7993
752	24266	7959
753	24294	7926
754	24319	7891
755	24350	7859
756	24375	7824
757	24400	7790
758	24424	7755
759	24448	7720
760	24477	7687
761	24504	7653
762	24533	7620
763	24562	7587
764	24590	7553
765	24634	7525
766	24663	7492
767	24688	7457
768	24718	7425
769	24743	7390
770	24771	7357
771	24801	7324
772	24829	7291
773	24854	7257
774	24885	7224
775	24916	7192
776	24945	7159
777	24974	7126
778	25004	7093
779	25032	7060
780	25062	7027
781	25091	6994
782	25119	6961
783	25149	6928
784	25173	6894
785	25202	6861
786	25230	6828
787	25258	6795
788	25286	6762
789	25315	6729
790	25344	6696
791	25370	6662
792	25396	6629
793	25422	6595
794	25447	6561
795	25472	6528
796	25497	6494
797	25524	6461
798	25553	6428
799	25583	6395
800	25612	6363
801	25636	6329
802	25665	6296
803	25694	6263
804	25722	6230
805	25752	6198
806	25780	6165
807	25811	6133
808	25839	6100
809	25864	6066
810	25893	6034
811	25921	6001
812	25952	5969
813	25982	5936
814	26013	5904
815	26043	5872
816	26074	5840
817	26102	5807
818	26129	5774
819	26158	5742
820	26188	5709
821	26217	5677
822	26246	5644
823	26276	5612
824	26301	5579
825	26325	5545
826	26355	5513
827	26380	5480
828	26405	5446
829	26433	5414
830	26461	5381
831	26488	5348
832	26513	5315
833	26537	5282
834	26562	5248
835	26591	5216
836	26617	5183
837	26646	5151
838	26675	5118
839	26702	5086
840	26726	5052
841	26752	5020
842	26777	4987
843	26801	4953
844	26829	4921
845	26855	4888
846	26883	4856
847	26910	4823
848	26935	4790
849	26963	4758
850	26991	4725
851	27023	4694
852	27048	4661
853	27073	4628
854	27099	4595
855	27123	4562
856	27148	4529
857	27172	4497
858	27198	4464
859	27240	4434
860	27281	4404
861	27319	4373
862	27359	4343
863	27399	4312
864	27443	4283
865	27479	4252
866	27505	4219
867	27536	4187
868	27566	4155
869	27595	4123
870	27623	4091
871	27663	4060
872	27719	4032
873	27762	4002
874	27807	3972
875	27852	3942
876	27890	3911
877	27930	3880
878	27972	3850
879	28019	3820
880	28071	3791
881	28111	3760
882	28143	3729
883	28175	3697
884	28210	3665
885	28243	3633
886	28284	3603
887	28324	3572
888	28368	3542
889	28405	3510
890	28438	3479
891	28475	3447
892	28510	3416
893	28538	3383
894	28570	3351
895	28600	3319
896	28626	3287
897	28650	3254
898	28675	3221
899	28707	3189
900	28735	3157
901	28760	3124
902	28785	3092
903	28813	3059
904	28840	3027
905	28864	2994
906	28889	2962
907	28912	2929
908	28936	2896
909	28961	2864
910	28986	2831
911	29011	2799
912	29036	2766
913	29064	2734
914	29093	2702
915	29119	2670
916	29143	2637
917	29168	2605
918	29192	2573
919	29220	2540
920	29247	2508
921	29271	2476
922	29296	2444
923	29321	2411
924	29347	2379
925	29372	2347
926	29400	2315
927	29429	2283
928	29454	2251
929	29478	2218
930	29503	2186
931	29528	2154
932	29552	2122
933	29577	2090
934	29602	2057
935	29635	2026
936	29660	1994
937	29689	1962
938	29714	1930
939	29739	1898
940	29763	1866
941	29792	1834
942	29818	1802
943	29843	1770
944	29868	1738
945	29892	1706
946	29916	1674
947	29941	1642
948	29967	1610
949	29994	1578
950	30020	1546
951	30049	1515
952	30075	1483
953	30104	1451
954	30135	1420
955	30168	1388
956	30195	1356
957	30241	1325
958	30275	1294
959	30318	1263
960	30355	1231
961	30388	1200
962	30424	1168
963	30458	1137
964	30492	1105
965	30521	1074
966	30552	1042
967	30581	1010
968	30609	979
969	30634	947
970	30668	915
971	30702	884
972	30728	852
973	30754	820
974	30788	789
975	30817	757
976	30846	726
977	30871	694
978	30896	662
979	30925	631
980	30954	599
981	30980	567
982	31005	536
983	31030	504
984	31054	472
985	31078	441
986	31102	409
987	31128	378
988	31152	346
989	31178	314
990	31206	283
991	31231	251
992	31256	220
993	31282	188
994	31308	157
995	31333	125
996	31358	94
997	31382	62
998	31410	31
999	31435	0
