iter	BalancedAccuracy	Logloss
320	0.9991580917	0.02427812104
321	0.9991580917	0.02421618394
322	0.9991580917	0.02411641078
323	0.9991580917	0.02398285265
324	0.9991580917	0.02389161037
325	0.9991580917	0.02373096608
326	0.9991580917	0.02361797678
327	0.9991580917	0.02349660908
328	0.999251637	0.0234121542
329	0.999251637	0.02329108847
330	0.999251637	0.02323132279
331	0.999251637	0.02309784879
332	0.9993451824	0.02298032317
333	0.9993451824	0.02289141545
334	0.9993451824	0.02284180141
335	0.9994387278	0.02269160285
336	0.9994387278	0.02255408611
337	0.9994387278	0.02247061772
338	0.9994387278	0.02235922029
339	0.9994387278	0.02223522659
340	0.9994387278	0.02215012632
341	0.9994387278	0.02206570922
342	0.9994387278	0.02195808987
343	0.9994387278	0.02187018084
344	0.9994387278	0.02179546686
345	0.9994387278	0.02168672351
346	0.9994387278	0.02155643561
347	0.9994387278	0.02146594053
348	0.9994387278	0.02140999488
349	0.9994387278	0.02127654411
350	0.9994387278	0.02119455242
351	0.9994387278	0.02110167128
352	0.9994387278	0.02105726763
353	0.9994387278	0.02097358392
354	0.9994387278	0.02083725838
355	0.9994387278	0.02071545626
356	0.9994387278	0.0206934982
357	0.9994387278	0.02055629084
358	0.9994387278	0.02046822341
359	0.9994387278	0.02036183667
360	0.9994387278	0.02026680616
361	0.9994387278	0.02022911337
362	0.9994387278	0.02014371182
363	0.9994387278	0.02008916853
364	0.9994387278	0.02002705124
365	0.9994387278	0.01995121351
366	0.9994387278	0.01984495293
367	0.9994387278	0.01975158481
368	0.9994387278	0.01960333386
369	0.9994387278	0.01944218138
370	0.9994387278	0.01931312023
371	0.9994387278	0.01912953137
372	0.9994387278	0.01904252359
373	0.9994387278	0.01894987777
374	0.9994387278	0.01885890363
375	0.9994387278	0.01877419925
376	0.9994387278	0.01871878799
377	0.9994387278	0.01863028761
378	0.9994387278	0.01856450166
379	0.9994387278	0.0184672394
380	0.9994387278	0.01838430685
381	0.9994387278	0.01828817958
382	0.9994387278	0.01825510732
383	0.9994387278	0.01819641073
384	0.9994387278	0.01810030497
385	0.9994387278	0.01805727647
386	0.9994387278	0.01801323199
387	0.9994387278	0.01794698182
388	0.9994387278	0.017913702
389	0.9994387278	0.01779953798
390	0.9994387278	0.01768920334
391	0.9995322732	0.01767659019
392	0.9995322732	0.01763832102
393	0.9995322732	0.01759644592
394	0.9995322732	0.01755657909
395	0.9995322732	0.01749123556
396	0.9995322732	0.01744266476
397	0.9995322732	0.01736435948
398	0.9996258185	0.01728890218
399	0.9996258185	0.01720545113
400	0.9996258185	0.0171563031
401	0.9996258185	0.01704579034
402	0.9996258185	0.0169899045
403	0.9996258185	0.01690537348
404	0.9997193639	0.01686884779
405	0.9997193639	0.01678636313
406	0.9996258185	0.01674657294
407	0.9996258185	0.01666357616
408	0.9996258185	0.01659520291
409	0.9996258185	0.01653288393
410	0.9996258185	0.01644272376
411	0.9997193639	0.01641964207
412	0.9997193639	0.01631329185
413	0.9997193639	0.01622555383
414	0.9998129093	0.01619880607
415	0.9997193639	0.01615366839
416	0.9997193639	0.01604083823
417	0.9998129093	0.01598179243
418	0.9998129093	0.01593904604
419	0.9998129093	0.01577857036
420	0.9998129093	0.01570977275
421	0.9998129093	0.01564729586
422	0.9998129093	0.01561559256
423	0.9998129093	0.015548712
424	0.9998129093	0.01553210145
425	0.9998129093	0.01546599131
426	0.9998129093	0.015394695
427	0.9999064546	0.01534093087
428	0.9999064546	0.01527334354
429	0.9999064546	0.01524775968
430	0.9999064546	0.01514803942
431	0.9999064546	0.01511604239
432	0.9999064546	0.01508664863
433	1	0.01501467379
434	1	0.01493488654
435	1	0.01477490875
436	1	0.01471579205
437	1	0.01464695682
438	1	0.01457877399
439	1	0.01448460398
440	1	0.01439331584
441	1	0.01436378997
442	1	0.01433651488
443	1	0.01428416185
444	1	0.01423612853
445	1	0.01419568717
446	1	0.01414643184
447	1	0.01410206149
448	1	0.01407807366
449	1	0.01402730894
450	1	0.01395916151
451	1	0.01390822833
452	1	0.01385598245
453	1	0.01380663647
454	1	0.01378404414
455	1	0.01375199298
456	1	0.0137001885
457	1	0.01363838653
458	1	0.01357501857
459	1	0.01349438724
460	1	0.01346074448
461	1	0.01341052001
462	1	0.01333618358
463	1	0.01330043711
464	1	0.01323273448
465	1	0.0131816416
466	1	0.01311452565
467	1	0.01307337006
468	1	0.01304085013
469	1	0.01301121118
470	1	0.01292293684
471	1	0.01284496961
472	1	0.01282366037
473	1	0.01276643147
474	1	0.01273112901
475	1	0.01267710383
476	1	0.01259975327
477	1	0.01258773239
478	1	0.01250930075
479	1	0.01248685108
480	1	0.0124360689
481	1	0.01238788987
482	1	0.01234238723
483	1	0.01226055376
484	1	0.01221487193
485	1	0.01218837183
486	1	0.01215206567
487	1	0.01210707698
488	1	0.01207120029
489	1	0.01204163998
490	1	0.01198534529
491	1	0.01192773991
492	1	0.01182781021
493	1	0.01180357142
494	1	0.01175506141
495	1	0.01169139394
496	1	0.0116550559
497	1	0.01157076309
498	1	0.01150936132
499	1	0.01144708061
500	1	0.01140359436
501	1	0.01134872473
502	1	0.01131028126
503	1	0.01124891338
504	1	0.01121578993
505	1	0.01119794351
506	1	0.011098112
507	1	0.01100435285
508	1	0.01094224906
509	1	0.01090605779
510	1	0.01087996386
511	1	0.01084772655
512	1	0.0107654505
513	1	0.01072323301
514	1	0.01066229067
515	1	0.01061410505
516	1	0.01059963687
517	1	0.01057767007
518	1	0.01052745197
519	1	0.01051178147
520	1	0.01045507752
521	1	0.01042926905
522	1	0.01037968279
523	1	0.01036884433
524	1	0.0103240346
525	1	0.01026991666
526	1	0.01024603144
527	1	0.01019078199
528	1	0.01014705874
529	1	0.0101159427
530	1	0.01005370081
531	1	0.01001900736
532	1	0.009982130292
533	1	0.009934401005
534	1	0.009903319634
535	1	0.009850013733
536	1	0.009801724809
537	1	0.009801700204
538	1	0.009784053055
539	1	0.009728975942
540	1	0.009682691424
541	1	0.00964512104
542	1	0.009623588104
543	1	0.009595868624
544	1	0.009572841623
545	1	0.009550635796
546	1	0.009538480308
547	1	0.0095044916
548	1	0.009456575042
549	1	0.00941669937
550	1	0.009405095274
551	1	0.009371387202
552	1	0.009329759181
553	1	0.009306419856
554	1	0.009287241795
555	1	0.009264919182
556	1	0.009224186597
557	1	0.009187005892
558	1	0.009164330879
559	1	0.00913958601
560	1	0.009102356351
561	1	0.009071426206
562	1	0.009041919998
563	1	0.009007681537
564	1	0.008964421902
565	1	0.008924378734
566	1	0.008924298156
567	1	0.00890657005
568	1	0.008843450827
569	1	0.008817425396
570	1	0.008777499364
571	1	0.008732800547
572	1	0.008673056955
573	1	0.008645699145
574	1	0.008591045875
575	1	0.008546973653
576	1	0.008531072236
577	1	0.008512428845
578	1	0.008488502949
579	1	0.008461403979
580	1	0.008413946839
581	1	0.008382909881
582	1	0.00833100129
583	1	0.008309562333
584	1	0.008265499083
585	1	0.00823913706
586	1	0.008224156033
587	1	0.008209823198
588	1	0.008198389149
589	1	0.008172672185
590	1	0.008145531501
591	1	0.008121419139
592	1	0.008109050329
593	1	0.008065678326
594	1	0.008040719182
595	1	0.008026281642
596	1	0.008009887149
597	1	0.007997824445
598	1	0.007966581648
599	1	0.007950437273
600	1	0.007935888186
601	1	0.007916872407
602	1	0.007916853948
603	1	0.007916780189
604	1	0.007905595949
605	1	0.007885068856
606	1	0.007863131949
607	1	0.007863127048
608	1	0.007862984404
609	1	0.007824058783
610	1	0.007802125006
611	1	0.007770710008
612	1	0.007739468736
613	1	0.007717933168
614	1	0.007703647972
615	1	0.00765777362
616	1	0.007636403406
617	1	0.007636376536
618	1	0.007611492489
619	1	0.007581372091
620	1	0.007537798743
621	1	0.007531422021
622	1	0.007511440882
623	1	0.007483868707
624	1	0.007458005014
625	1	0.007458002138
626	1	0.007446947533
627	1	0.007421089855
628	1	0.007421084353
629	1	0.007397711965
630	1	0.007378002557
631	1	0.007365121179
632	1	0.007354131349
633	1	0.007317794577
634	1	0.007259513827
635	1	0.007210549366
636	1	0.007209708335
637	1	0.007198349206
638	1	0.007165106019
639	1	0.007140880143
640	1	0.007128297308
641	1	0.007120198517
642	1	0.007095783594
643	1	0.00706118202
644	1	0.007051844966
645	1	0.007023260185
646	1	0.006999286914
647	1	0.006960825568
648	1	0.006941364548
649	1	0.006920548028
650	1	0.006900783786
651	1	0.006856407541
652	1	0.00685640216
653	1	0.00683010382
654	1	0.006820944067
655	1	0.006813357881
656	1	0.006800203095
657	1	0.006788194632
658	1	0.006788187599
659	1	0.006776128857
660	1	0.006753303757
661	1	0.006748231279
662	1	0.006717293868
663	1	0.006694063046
664	1	0.006666930279
665	1	0.006666912934
666	1	0.006666902915
667	1	0.006651402682
668	1	0.006633673165
669	1	0.006633661138
670	1	0.00663363853
671	1	0.006618941328
672	1	0.006604511401
673	1	0.006604490725
674	1	0.006599389808
675	1	0.006585769304
676	1	0.006563483796
677	1	0.006530754406
678	1	0.006530721164
679	1	0.006530718606
680	1	0.006530716049
681	1	0.006508092539
682	1	0.006485745872
683	1	0.006485735255
684	1	0.006468747233
685	1	0.006456875894
686	1	0.006408061557
687	1	0.006366313622
688	1	0.00634683617
689	1	0.00632808283
690	1	0.006307140577
691	1	0.00630712025
692	1	0.006292881655
693	1	0.006285950308
694	1	0.006261556248
695	1	0.006241584633
696	1	0.006222569786
697	1	0.006203411707
698	1	0.00618300654
699	1	0.006182995485
700	1	0.006162813737
701	1	0.006147138238
702	1	0.006125770739
703	1	0.006093314875
704	1	0.006085894994
705	1	0.00606599339
706	1	0.006052916242
707	1	0.006042051194
708	1	0.006012950319
709	1	0.006009228714
710	1	0.006001294895
711	1	0.005999880104
712	1	0.005991953274
713	1	0.005978417255
714	1	0.005965940917
715	1	0.005942254699
716	1	0.00594217504
717	1	0.005926839484
718	1	0.005912363101
719	1	0.005893642478
720	1	0.005882780343
721	1	0.005865007811
722	1	0.005827166492
723	1	0.005813652377
724	1	0.005801894966
725	1	0.005785978205
726	1	0.005765998616
727	1	0.005750645201
728	1	0.005731463367
729	1	0.005721673766
730	1	0.005703639417
731	1	0.005690720359
732	1	0.005665502088
733	1	0.005651441055
734	1	0.005634990221
735	1	0.005621073147
736	1	0.005594215136
737	1	0.005581325909
738	1	0.005556928637
739	1	0.005536472599
740	1	0.005523427578
741	1	0.005520177241
742	1	0.005499315758
743	1	0.005469898942
744	1	0.005453963737
745	1	0.005432776608
746	1	0.005409772465
747	1	0.005409762463
748	1	0.005409741576
749	1	0.005397240466
750	1	0.005397234796
751	1	0.005387863354
752	1	0.005370458413
753	1	0.005349189355
754	1	0.005337634288
755	1	0.005337597981
756	1	0.005317132208
757	1	0.005317087732
758	1	0.005312619812
759	1	0.00530277243
760	1	0.005302767879
761	1	0.005275449704
762	1	0.005252527567
763	1	0.005252516178
764	1	0.005241542261
765	1	0.005234520938
766	1	0.00523451256
767	1	0.005219801747
768	1	0.005211541135
769	1	0.005183801194
770	1	0.005173541453
771	1	0.00517353777
772	1	0.005173536402
773	1	0.005173528814
774	1	0.005154478964
775	1	0.005137338871
776	1	0.005112121816
777	1	0.005102863174
778	1	0.005079909999
779	1	0.005071347064
780	1	0.005061187599
781	1	0.005036639754
782	1	0.005006391117
783	1	0.004986487618
784	1	0.004968540966
785	1	0.004945716334
786	1	0.004945697569
787	1	0.004945695489
788	1	0.00492770519
789	1	0.00489770361
790	1	0.004891776203
791	1	0.00489176971
792	1	0.004875900835
793	1	0.004875900835
794	1	0.004875890505
795	1	0.004875869553
796	1	0.004875869553
797	1	0.00487586838
798	1	0.004861943991
799	1	0.004861943991
800	1	0.004861933937
801	1	0.004861929357
802	1	0.004861925088
803	1	0.004852168244
804	1	0.004845166272
805	1	0.004832469012
806	1	0.004824447931
807	1	0.004824435746
808	1	0.004824431321
809	1	0.004824425776
810	1	0.004808552312
811	1	0.004781204341
812	1	0.004781163775
813	1	0.004781147668
814	1	0.004772196211
815	1	0.004772196211
816	1	0.004772190846
817	1	0.004763972228
818	1	0.004763972228
819	1	0.00476396427
820	1	0.004763956317
821	1	0.004753453917
822	1	0.004737371463
823	1	0.00473731046
824	1	0.004737293697
825	1	0.004737268069
826	1	0.004737259511
827	1	0.004728588887
828	1	0.004728547143
829	1	0.004728547143
830	1	0.004720843856
831	1	0.00472084005
832	1	0.00472084005
833	1	0.004720826202
834	1	0.004720826202
835	1	0.004720818145
836	1	0.004711418119
837	1	0.00470313925
838	1	0.004703124803
839	1	0.004703105696
840	1	0.004703105696
841	1	0.004682687493
842	1	0.004673551594
843	1	0.004664186252
844	1	0.004655739105
845	1	0.004640808228
846	1	0.004640806713
847	1	0.004630382895
848	1	0.004620425151
849	1	0.004620407146
850	1	0.004620384809
851	1	0.004620384809
852	1	0.004607758671
853	1	0.004599975049
854	1	0.004590368702
855	1	0.004590283831
856	1	0.004590282873
857	1	0.004590271539
858	1	0.004590265911
859	1	0.004590264953
860	1	0.00457594734
861	1	0.00455405555
862	1	0.004543874629
863	1	0.004543871135
864	1	0.00454385257
865	1	0.004538213133
866	1	0.004507905299
867	1	0.004507893617
868	1	0.004496090813
869	1	0.004478504906
870	1	0.004470647342
871	1	0.004456768701
872	1	0.004456768701
873	1	0.004450866482
874	1	0.004450838065
875	1	0.004450838065
876	1	0.004440366176
877	1	0.004440362517
878	1	0.004440356928
879	1	0.00442613134
880	1	0.004411205032
881	1	0.004411198749
882	1	0.004411198749
883	1	0.004411194182
884	1	0.004399062013
885	1	0.004399060437
886	1	0.004380866093
887	1	0.004375759605
888	1	0.004375741862
889	1	0.004359099333
890	1	0.004359093609
891	1	0.004359082351
892	1	0.004346474285
893	1	0.004336578879
894	1	0.004336558851
895	1	0.00433652415
896	1	0.004336523033
897	1	0.004336516193
898	1	0.004331089426
899	1	0.004331078829
900	1	0.004331072856
901	1	0.004331070402
902	1	0.004331067949
903	1	0.004331033286
904	1	0.004331033286
905	1	0.004331033286
906	1	0.004331033286
907	1	0.004319831932
908	1	0.004319827311
909	1	0.004319827311
910	1	0.004319827311
911	1	0.004319790205
912	1	0.004304890422
913	1	0.004304887604
914	1	0.004304887604
915	1	0.004304884116
916	1	0.004304876935
917	1	0.004304876935
918	1	0.00429721755
919	1	0.004297208287
920	1	0.004297202225
921	1	0.004287171048
922	1	0.00428713191
923	1	0.00428713191
924	1	0.004287131083
925	1	0.00428712822
926	1	0.004281235828
927	1	0.004266602083
928	1	0.004256655759
929	1	0.004256655759
930	1	0.004256653035
931	1	0.004256644606
932	1	0.004256633222
933	1	0.004256604835
934	1	0.004256596414
935	1	0.004256572923
936	1	0.004251883044
937	1	0.004251863221
938	1	0.00425182777
939	1	0.004241773892
940	1	0.004232393838
941	1	0.004232388773
942	1	0.004210848908
943	1	0.004210830436
944	1	0.004210823584
945	1	0.004201117152
946	1	0.004201104036
947	1	0.004201092725
948	1	0.004191939118
949	1	0.004191929709
950	1	0.004191929709
951	1	0.004184088264
952	1	0.004184077101
953	1	0.004168267915
954	1	0.004168228321
955	1	0.004168219672
956	1	0.004168204654
957	1	0.004168204654
958	1	0.004161465986
959	1	0.00414005823
960	1	0.004140049556
961	1	0.004140047047
962	1	0.004131245589
963	1	0.004112906638
964	1	0.004112900936
965	1	0.004112867804
966	1	0.004112856859
967	1	0.004102490494
968	1	0.004093116456
969	1	0.004087260389
970	1	0.004080215269
971	1	0.004065551193
972	1	0.004051518902
973	1	0.004051516485
974	1	0.004051516485
975	1	0.004051492411
976	1	0.004051475749
977	1	0.004041215754
978	1	0.004041208213
979	1	0.004041188476
980	1	0.004041185014
981	1	0.004034469607
982	1	0.004034461944
983	1	0.004023248208
984	1	0.00402324048
985	1	0.004023236311
986	1	0.004023220454
987	1	0.004014557827
988	1	0.004002913511
989	1	0.00400290639
990	1	0.004002898309
991	1	0.004002879759
992	1	0.004002852966
993	1	0.004002851054
994	1	0.004002837993
995	1	0.004002832695
996	1	0.004002828577
997	1	0.003990376169
998	1	0.003981296055
999	1	0.003971868219
